,budget,genres,keywords,original_language,overview,popularity,production_companies,production_countries,release_date,revenue,runtime,tagline,title,vote_count,Profit
2205,20000000,Action   Adventure   Drama   Thriller,sport,en,"Monroe Hutchens is the heavyweight champion of Sweetwater, a maximum security prison. He was convicted to a life sentence due to a passionate crime. Iceman Chambers is the heavyweight champion, who lost his title due to a rape conviction to ten years in Sweetwater. WHen these two giants collide in the same prison, they fight against each other disputing who is the real champion.",17.227376,Miramax Films   Amen Ra Films,US  United States of America,2002-08-23,12398628,96.0,Two Enemies ... The Mob ... The Ultimate Showdown.,Undisputed,139,-7601372
2206,0,Comedy   Fantasy   Romance,dying and death   misanthrope   lecture   cardiopulmonery resuscitation,en,"Dentist, Bertram Pincus is a man whose people skills leave much to be desired. When Pincus dies unexpectedly, but is miraculously revived after seven minutes, he wakes up to discover that he now has the annoying ability to see ghosts.",17.98817,DreamWorks SKG   Spyglass Entertainment   Pariah,US  United States of America,2008-09-19,0,102.0,He sees dead people... and they annoy him.,Ghost Town,286,0
2207,20000000,Action   Adventure   Drama   Thriller,police   cops   cat and mouse   family   revenge drama,en,"When New Orleans cop Danny Fisher prevents a brilliant thief from successfully carrying out his latest heist, the thief's girlfriend is accidentally killed. Hungry for revenge, the criminal mastermind breaks out of prison and kidnaps Danny's fiancee. To save her, Danny must successfully navigate his way through an elaborate series of tasks and puzzles, or else watch the love of his life die.",15.66135,The Mark Gordon Company   Fox Atomic   th Century Fox Home Entertainment   WWE Studios   Mnight Sun Pictures,US  United States of America,2009-03-19,17280326,108.0,Survive all 12,12 Rounds,220,-2719674
2208,20000000,Drama   Horror   Mystery,vampire   child vampire   remake   bully   young boy   biting   dead boy   hammer horror   s,en,A bullied young boy befriends a young female vampire who lives in secrecy with her guardian.  A remake of the movie “Let The Right One In” which was an adaptation of a book.,19.705311,Hammer Film Productions   EFTI   Exclusive Media Group   Overture Films,GB  United Kingdom  US  United States of America,2010-10-01,24145613,116.0,Innocence dies. Abby doesn't.,Let Me In,641,4145613
2209,0,Adventure   Action   Comedy   Family,underdog   hero   friendship   treasure hunt   friends   revenge   rivalry   good vs evil   youth   danger   escapade   young heroes   siblings relations   vigilantism   heroic mission   buddies   master villain   master warrior   contests and competitions,en,"During a championship baseball match, the three brothers hear that their grandfather in Japan is in trouble, and head out to help him, conceding the match. When they arrive in Japan, they must use all their powers to defend him against his ancient enemy, who has returned to exact revenge.",2.645722,TriStar Pictures   Sheen Productions   Ben Ami Leeds Productions,JP  Japan  US  United States of America,1994-05-06,0,93.0,"Colt, Rocky and Tum Tum are back for bigger kicks in an all new adventure",3 Ninjas Kick Back,48,0
2210,0,Drama   Comedy,camcorder   veoband   delusion   nuclear power plant   veo store,en,"A man whose brain becomes magnetized unintentionally destroys every tape in his friend's video store. In order to satisfy the store's most loyal renter, an aging woman with signs of dementia, the two men set out to remake the lost films.",17.662683,New Line Cinema   Partizan   Focus Features,US  United States of America  GB  United Kingdom,2008-01-20,0,102.0,"You name it, we shoot it.",Be Kind Rewind,424,0
2211,0,Comedy   Drama,world war ii   wow   musical   theatre milieu   nacktrevue   variety,en,"Eccentric 70-year-old widow purchases the Windmill Theatre in London as a post-widowhood hobby. After starting an innovative continuous variety review, which is copied by other theaters, they begin to lose money. Mrs Henderson suggests they add female nudity similar to the Moulin Rouge in Paris",2.894154,,GB  United Kingdom,2005-09-09,0,103.0,No Tagline,Mrs Henderson Presents,62,0
2212,20000000,Action   Thriller,heist   betrayal   dirty cop,en,A gang of criminals and corrupt cops plan the murder of a police officer in order to pull off their biggest heist yet across town.,29.371987,Worldview Entertainment   Anonymous Content   MadRiver Pictures   Sierra Pictures   Surefire Capital,US  United States of America,2016-02-19,12639297,115.0,The Code on the Street is Never Black & White,Triple 9,797,-7360703
2213,20000000,Comedy   Drama,new york   writer s block   insanity   independent film   author,en,"This film tells the story of a successful writer called Harry Block, played by Allen himself, who draws inspiration from people he knows in real-life, and from events that happened to him, sometimes causing these people to become alienated from him as a result.",11.352693,Fine Line Features,US  United States of America,1997-08-26,10686841,96.0,Harry Block has written a best seller... bout his best friends... he revealed their deepest secrets... and they're not pleased... now Harry Block is going to Hell...,Deconstructing Harry,187,-9313159
2214,20000000,Comedy   Romance,gay   dance   architect   artist   tango   business man   spying   partnership   chief executive officer   deception   business partner   affair,en,Oscar and Peter land a career-making opportunity when a Chicago tycoon chooses them to compete for the design of a cultural center. The tycoon mistakenly believes that Oscar is gay and has him spy on his mistress Amy. Oscar goes along with it and ends up falling in love with Amy.,7.553773,Village Roadshow Pictures   Warner Bros,AU  Australia  US  United States of America,1999-10-22,0,98.0,All's fair in the war of love.,Three to Tango,62,-20000000
2215,20000000,Drama,london england   cook   restaurant   diva   career   kitchen   redemption   drug   drug addict   chef   come back,en,"Adam Jones is a Chef who destroyed his career with drugs and diva behavior. He cleans up and returns to London, determined to redeem himself by spearheading a top restaurant that can gain three Michelin stars.",30.477114,Double Feature Films   PeaPie Films   Arts Entertainment,US  United States of America,2015-10-02,36606743,100.0,Never underestimate a man with everything to lose.,Burnt,950,16606743
2216,20000000,Comedy   Crime   Drama,prison   prisoner   independent film,en,Two escaped cons only prayer to escape is to pass themselves off as priests and pass by the police blockade at the border into the safety of Canada.,9.927018,Paramount Pictures,US  United States of America,1989-12-15,0,106.0,Escaped convicts disguised as priests. It'll take a miracle to get away with this one.,We're No Angels,105,-20000000
2217,20000000,Music   Comedy   Romance,paris   venice   adultery   robbery   lovesickness   dancer   airport   broken engagement   infelity   montmartre   winter   marriage proposal   new love   restaurant   gondola   halloween   racehorse   lover   musical   grandfather   thanksgiving   senility   tourist   jogging   atheist   dysfunctional family   independent film   family relationships   mistaken entity   wealth   redemption   unfaithfulness   hospital   lingerie slip   escaped convict   singing   ma   new york city   divorce   urban setting   christmas eve   cult film   waiter   wake   jewelry store   unwanted kiss   funeral home   central park   ghost   opposites attract   engagement ring   jumping rope   autumn   trick or treating   flashback   park avenue   parolee   x ray   jeweler   fianc u e e,en,A New York girl sets her father up with a beautiful woman in a shaky marriage while her half sister gets engaged.,12.379781,Miramax Films,US  United States of America,1996-12-06,0,101.0,No Tagline,Everyone Says I Love You,147,-20000000
2218,20000000,Action   Crime   Drama   Thriller,loss of son   repayment   revenge   murder   gang   police officer killed   hospital   extreme violence   justice   hoodlum   semiautomatic pistol   finger gun,en,"Nick Hume is a mild-mannered executive with a perfect life, until one gruesome night he witnesses something that changes him forever. Transformed by grief, Hume eventually comes to the disturbing conclusion that no length is too great when protecting his family.",12.643703,Twentieth Century Fox Film Corporation   Dune Entertainment   Baldwin Entertainment Group   Hyde Park Entertainment   Brass Hat Films,US  United States of America,2007-08-31,16974459,105.0,Protect what's yours.,Death Sentence,297,-3025541
